referral_lead_id,referring_partner_id,customer_id,country,service_type,industry,referred_at,matched_at,booked_at,resolved_at,referral_status,deal_size_estimate,urgency
RL01894,R023,,US,tax_advisory,professional_services,2023-07-04,,,,pending,37999,low
RL01895,R024,,US,accounting,professional_services,2023-07-27,2023-07-29,,2023-08-10,lost,32865,medium
RL01896,R023,,US,audit,tech,2023-07-28,,,,pending,7560,medium
RL01897,R022,C04010,US,payroll,professional_services,2023-07-02,2023-07-05,2023-07-15,2023-07-24,booked,13542,low
RL01898,R024,C04374,US,payroll,retail,2023-07-13,2023-07-15,2023-07-22,2023-08-12,booked,44025,medium
RL01899,R021,C04028,US,audit,hospitality,2023-07-15,2023-07-17,2023-07-26,2023-08-18,booked,12653,low
RL01900,R021,,US,bookkeeping,professional_services,2023-07-06,,,,pending,16843,low
RL01901,R023,C04251,US,tax_advisory,tech,2023-07-15,2023-07-17,2023-07-22,2023-08-09,booked,37685,low
RL01902,R023,C03962,US,audit,retail,2023-07-19,2023-07-20,2023-07-24,2023-07-29,booked,23315,low
RL01903,R023,,US,tax_advisory,tech,2023-07-10,2023-07-13,,,matching,14851,medium
RL01904,R022,C04152,US,accounting,hospitality,2023-07-21,2023-07-24,2023-07-26,2023-08-16,booked,28559,medium
RL01905,R022,C04195,US,bookkeeping,tech,2023-07-01,2023-07-03,2023-07-09,2023-07-22,booked,16770,low
RL01906,R023,C04194,US,accounting,retail,2023-08-20,2023-08-21,2023-08-31,2023-09-22,booked,37329,high
RL01907,R024,C04314,US,accounting,other,2023-08-02,2023-08-03,2023-08-12,2023-08-24,booked,7391,high
RL01908,R023,C04336,US,bookkeeping,tech,2023-08-24,2023-08-25,2023-08-29,2023-09-16,booked,44693,low
RL01909,R021,,US,accounting,retail,2023-08-08,2023-08-11,,2023-08-24,lost,13766,medium
RL01910,R022,C03965,US,payroll,other,2023-08-17,2023-08-19,2023-08-26,2023-08-31,booked,11504,medium
RL01911,R024,,US,accounting,other,2023-08-18,2023-08-20,,,negotiating,27101,medium
RL01912,R024,C04054,US,tax_advisory,retail,2023-08-13,2023-08-16,2023-08-20,2023-09-11,booked,9848,low
RL01913,R021,,US,tax_advisory,tech,2023-08-01,,,,pending,18738,low
RL01914,R021,C04198,US,bookkeeping,hospitality,2023-08-06,2023-08-08,2023-08-13,2023-09-04,booked,31658,high
RL01915,R022,,US,audit,tech,2023-08-09,2023-08-10,,,matching,12648,medium
RL01916,R022,,US,payroll,tech,2023-08-01,2023-08-03,,,negotiating,19252,low
RL01917,R023,C04154,US,accounting,retail,2023-08-25,2023-08-26,2023-08-31,2023-09-23,booked,33508,high
RL01918,R024,C04010,US,payroll,other,2023-08-12,2023-08-13,2023-08-16,2023-08-26,booked,7243,low
RL01919,R022,,US,payroll,hospitality,2023-08-26,2023-08-27,,2023-09-07,lost,10235,high
RL01920,R022,C04325,US,payroll,professional_services,2023-08-10,2023-08-13,2023-08-23,2023-09-09,booked,12821,low
RL01921,R024,C04256,US,accounting,tech,2023-09-07,2023-09-08,2023-09-11,2023-10-02,booked,24579,medium
RL01922,R022,C04342,US,audit,professional_services,2023-09-01,2023-09-02,2023-09-08,2023-09-13,booked,12784,medium
RL01923,R022,C04074,US,tax_advisory,professional_services,2023-09-19,2023-09-20,2023-09-29,2023-10-06,booked,23796,medium
RL01924,R024,C04066,US,audit,other,2023-09-22,2023-09-24,2023-09-27,2023-10-07,booked,33401,medium
RL01925,R022,C04175,US,payroll,professional_services,2023-09-11,2023-09-14,2023-09-19,2023-10-05,booked,37117,medium
RL01926,R022,,US,audit,professional_services,2023-09-25,,,,pending,35157,medium
RL01927,R023,,US,tax_advisory,retail,2023-09-17,2023-09-19,,,negotiating,7107,low
RL01928,R024,,US,tax_advisory,hospitality,2023-09-06,2023-09-08,,2023-09-20,lost,16950,medium
RL01929,R022,C04195,US,audit,hospitality,2023-09-15,2023-09-18,2023-09-25,2023-10-04,booked,16591,low
RL01930,R024,,US,accounting,tech,2023-09-18,,,,pending,32451,medium
RL01931,R023,C04158,US,tax_advisory,tech,2023-09-05,2023-09-07,2023-09-12,2023-09-29,booked,21877,medium
RL01932,R023,C04054,US,accounting,professional_services,2023-09-11,2023-09-12,2023-09-20,2023-10-01,booked,41254,high
RL01933,R021,C04207,US,audit,tech,2023-09-08,2023-09-09,2023-09-19,2023-10-04,booked,10582,medium
RL01934,R024,,US,payroll,other,2023-09-11,2023-09-13,,,negotiating,12804,medium
RL01935,R022,,US,accounting,hospitality,2023-09-05,2023-09-08,,2023-09-16,lost,37939,medium
RL01936,R024,C04138,US,bookkeeping,retail,2023-10-12,2023-10-13,2023-10-18,2023-11-05,booked,14259,medium
RL01937,R024,,US,accounting,tech,2023-10-09,2023-10-11,,2023-10-21,lost,27142,low
RL01938,R022,C04367,US,bookkeeping,other,2023-10-08,2023-10-11,2023-10-21,2023-11-03,booked,17810,medium
RL01939,R021,C04356,US,bookkeeping,professional_services,2023-10-15,2023-10-18,2023-10-25,2023-11-07,booked,42834,low
RL01940,R022,,US,bookkeeping,professional_services,2023-10-25,2023-10-26,,,negotiating,22549,low
RL01941,R023,,US,audit,tech,2023-10-08,,,,pending,32946,medium
RL01942,R022,,US,audit,professional_services,2023-10-14,2023-10-17,,2023-10-28,lost,26525,low
RL01943,R023,,US,accounting,tech,2023-10-26,2023-10-28,,2023-11-10,lost,3272,medium
RL01944,R021,,US,bookkeeping,retail,2023-10-27,2023-10-30,,2023-11-13,lost,41547,medium
RL01945,R021,C04106,US,payroll,other,2023-10-07,2023-10-09,2023-10-15,2023-10-28,booked,7187,medium
RL01946,R021,C04044,US,audit,tech,2023-10-08,2023-10-11,2023-10-17,2023-11-08,booked,11690,medium
RL01947,R024,,US,bookkeeping,tech,2023-10-19,2023-10-22,,,matching,39809,medium
RL01948,R021,C04141,US,audit,tech,2023-10-18,2023-10-20,2023-10-26,2023-11-18,booked,7430,medium
RL01949,R023,,US,payroll,other,2023-10-10,2023-10-13,,2023-10-28,lost,38877,low
RL01950,R021,,US,audit,retail,2023-10-27,2023-10-29,,2023-11-06,lost,25535,low
RL01951,R024,,US,accounting,tech,2023-11-08,2023-11-09,,,negotiating,39113,medium
RL01952,R024,,US,accounting,other,2023-11-02,2023-11-03,,,negotiating,37239,low
RL01953,R024,C04025,US,bookkeeping,other,2023-11-10,2023-11-11,2023-11-18,2023-12-05,booked,27488,medium
RL01954,R023,,US,tax_advisory,hospitality,2023-11-13,,,,pending,26913,medium
RL01955,R022,,US,audit,hospitality,2023-11-12,2023-11-15,,,matching,35127,low
RL01956,R024,,US,tax_advisory,tech,2023-11-22,2023-11-24,,2023-11-30,lost,5665,low
RL01957,R022,C04237,US,accounting,professional_services,2023-11-11,2023-11-14,2023-11-21,2023-12-15,booked,15369,medium
RL01958,R023,,US,tax_advisory,hospitality,2023-11-22,2023-11-24,,,negotiating,26675,medium
RL01959,R022,C04250,US,bookkeeping,retail,2023-11-12,2023-11-14,2023-11-21,2023-12-16,booked,33204,medium
RL01960,R023,C04328,US,payroll,retail,2023-11-15,2023-11-16,2023-11-18,2023-11-25,booked,3231,low
RL01961,R024,C04260,US,tax_advisory,retail,2023-11-03,2023-11-05,2023-11-11,2023-11-17,booked,28561,medium
RL01962,R022,C04348,US,audit,other,2023-11-14,2023-11-16,2023-11-25,2023-12-09,booked,30780,high
RL01963,R021,C04394,US,audit,tech,2023-11-16,2023-11-17,2023-11-19,2023-12-04,booked,6267,high
RL01964,R021,,US,audit,hospitality,2023-11-04,,,,pending,31542,medium
RL01965,R024,,US,payroll,hospitality,2023-11-17,2023-11-20,,2023-11-28,lost,44713,high
RL01966,R024,,US,bookkeeping,professional_services,2023-12-22,,,,pending,7343,medium
RL01967,R023,C04230,US,accounting,professional_services,2023-12-17,2023-12-20,2023-12-25,2023-12-30,booked,31324,high
RL01968,R024,C04383,US,audit,other,2023-12-23,2023-12-24,2024-01-02,2024-01-13,booked,22277,low
RL01969,R022,,US,bookkeeping,other,2023-12-22,,,,pending,27798,medium
RL01970,R024,C04054,US,tax_advisory,retail,2023-12-24,2023-12-25,2024-01-04,2024-01-20,booked,38662,medium
RL01971,R023,,US,tax_advisory,other,2023-12-17,,,,pending,12297,medium
RL01972,R021,,US,accounting,tech,2023-12-06,,,,pending,13809,medium
RL01973,R023,,US,payroll,retail,2023-12-07,2023-12-08,,,negotiating,28275,high
RL01974,R023,C04456,US,payroll,retail,2023-12-27,2023-12-29,2024-01-07,2024-01-23,booked,9933,medium
RL01975,R023,C04442,US,accounting,retail,2023-12-02,2023-12-05,2023-12-10,2023-12-18,booked,24411,medium
RL01976,R022,C04371,US,tax_advisory,hospitality,2023-12-06,2023-12-08,2023-12-12,2024-01-04,booked,30810,medium
RL01977,R022,C04385,US,audit,retail,2023-12-07,2023-12-10,2023-12-20,2024-01-10,booked,38785,medium
RL01978,R022,C04087,US,accounting,other,2023-12-18,2023-12-19,2023-12-29,2024-01-21,booked,26170,medium
RL01979,R021,C04254,US,bookkeeping,hospitality,2023-12-06,2023-12-08,2023-12-17,2024-01-03,booked,30465,medium
RL01980,R024,,US,accounting,tech,2023-12-27,2023-12-30,,,matching,5909,medium
RL01981,R022,C04459,US,accounting,tech,2024-01-02,2024-01-03,2024-01-08,2024-01-24,booked,7787,low
RL01982,R024,,US,accounting,retail,2024-01-23,2024-01-24,,2024-01-31,lost,34175,high
RL01983,R024,C03971,US,audit,retail,2024-01-10,2024-01-12,2024-01-19,2024-02-02,booked,18691,low
RL01984,R021,,US,payroll,hospitality,2024-01-18,,,,pending,31332,low
RL01985,R024,C03964,US,accounting,retail,2024-01-14,2024-01-15,2024-01-19,2024-01-30,booked,4651,medium
RL01986,R021,C04414,US,payroll,other,2024-01-17,2024-01-18,2024-01-28,2024-02-05,booked,25150,medium
RL01987,R023,,US,accounting,other,2024-01-24,,,,pending,5985,high
RL01988,R021,C04415,US,payroll,retail,2024-01-24,2024-01-27,2024-02-05,2024-02-22,booked,44476,low
RL01989,R022,,US,tax_advisory,other,2024-01-03,2024-01-04,,2024-01-18,lost,3992,medium
RL01990,R021,C04039,US,bookkeeping,hospitality,2024-01-07,2024-01-08,2024-01-11,2024-01-26,booked,23440,high
RL01991,R024,C04468,US,audit,retail,2024-01-22,2024-01-25,2024-01-29,2024-02-20,booked,3192,low
RL01992,R021,,US,accounting,hospitality,2024-01-16,2024-01-17,,,matching,17394,medium
RL01993,R021,,US,audit,other,2024-01-01,2024-01-03,,2024-01-12,lost,42026,low
RL01994,R023,,US,payroll,tech,2024-01-22,2024-01-25,,,matching,20113,low
RL01995,R024,,US,payroll,retail,2024-01-18,,,,pending,10837,medium
RL01996,R021,C04175,US,payroll,other,2024-02-19,2024-02-21,2024-02-27,2024-03-03,booked,16812,low
RL01997,R022,C04091,US,audit,hospitality,2024-02-28,2024-02-29,2024-03-05,2024-03-17,booked,30807,low
RL01998,R021,,US,payroll,professional_services,2024-02-19,2024-02-21,,,matching,9035,medium
RL01999,R022,C04304,US,tax_advisory,retail,2024-02-23,2024-02-25,2024-03-03,2024-03-08,booked,8019,low
RL02000,R023,,US,accounting,professional_services,2024-02-27,2024-02-28,,,negotiating,39984,medium
RL02001,R024,C04401,US,tax_advisory,retail,2024-02-02,2024-02-04,2024-02-06,2024-02-29,booked,10742,low
RL02002,R023,,US,payroll,professional_services,2024-02-25,2024-02-26,,,matching,16376,medium
RL02003,R024,C04439,US,accounting,retail,2024-02-05,2024-02-06,2024-02-08,2024-02-23,booked,24293,high
RL02004,R024,C04451,US,tax_advisory,retail,2024-02-07,2024-02-09,2024-02-18,2024-03-09,booked,39534,low
RL02005,R021,,US,accounting,other,2024-02-22,2024-02-25,,2024-03-08,lost,20692,medium
RL02006,R024,C04352,US,payroll,hospitality,2024-02-04,2024-02-06,2024-02-08,2024-03-02,booked,10864,medium
RL02007,R022,,US,payroll,professional_services,2024-02-11,2024-02-14,,,matching,3346,low
RL02008,R024,,US,tax_advisory,hospitality,2024-02-10,2024-02-13,,,negotiating,34559,low
RL02009,R023,C04519,US,audit,tech,2024-02-18,2024-02-21,2024-02-25,2024-03-14,booked,18162,low
RL02010,R021,,US,tax_advisory,other,2024-02-05,2024-02-07,,,negotiating,38338,medium
RL02011,R023,,US,tax_advisory,other,2024-03-06,2024-03-08,,2024-03-15,lost,27091,high
RL02012,R022,,US,accounting,professional_services,2024-03-23,2024-03-24,,,matching,28362,medium
RL02013,R022,C04448,US,payroll,hospitality,2024-03-17,2024-03-19,2024-03-26,2024-04-20,booked,8615,medium
RL02014,R023,C04503,US,accounting,other,2024-03-03,2024-03-04,2024-03-09,2024-03-22,booked,31366,low
RL02015,R024,,US,tax_advisory,other,2024-03-10,2024-03-11,,2024-03-22,lost,44969,medium
RL02016,R023,C04262,US,audit,hospitality,2024-03-12,2024-03-15,2024-03-20,2024-03-30,booked,34818,medium
RL02017,R021,C04171,US,tax_advisory,hospitality,2024-03-01,2024-03-02,2024-03-07,2024-03-24,booked,19093,low
RL02018,R022,,US,tax_advisory,professional_services,2024-03-03,,,,pending,42396,low
RL02019,R022,C04453,US,payroll,hospitality,2024-03-23,2024-03-25,2024-04-01,2024-04-07,booked,37922,high
RL02020,R023,,US,payroll,hospitality,2024-03-04,2024-03-05,,,negotiating,34969,medium
RL02021,R023,,US,accounting,hospitality,2024-03-17,2024-03-20,,2024-03-31,lost,33585,medium
RL02022,R022,C04056,US,audit,hospitality,2024-03-01,2024-03-02,2024-03-08,2024-04-01,booked,20855,medium
RL02023,R021,C04382,US,audit,professional_services,2024-03-01,2024-03-02,2024-03-10,2024-03-30,booked,43830,medium
RL02024,R022,C04351,US,accounting,tech,2024-03-01,2024-03-04,2024-03-11,2024-03-18,booked,4244,high
RL02025,R023,,US,accounting,other,2024-03-24,2024-03-25,,2024-04-04,lost,12488,high
RL02026,R023,C04042,US,payroll,tech,2024-04-11,2024-04-13,2024-04-18,2024-04-29,booked,29659,medium
RL02027,R021,C04357,US,tax_advisory,hospitality,2024-04-24,2024-04-25,2024-05-04,2024-05-29,booked,14802,low
RL02028,R021,C04551,US,tax_advisory,hospitality,2024-04-04,2024-04-06,2024-04-16,2024-04-29,booked,17155,medium
RL02029,R021,C04402,US,audit,retail,2024-04-21,2024-04-22,2024-05-02,2024-05-19,booked,16767,low
RL02030,R024,,US,payroll,professional_services,2024-04-08,2024-04-09,,2024-04-21,lost,43268,medium
RL02031,R023,C04099,US,payroll,hospitality,2024-04-20,2024-04-22,2024-04-30,2024-05-06,booked,39076,medium
RL02032,R023,C04055,US,tax_advisory,professional_services,2024-04-20,2024-04-23,2024-04-30,2024-05-17,booked,40294,low
RL02033,R021,C04081,US,tax_advisory,other,2024-04-12,2024-04-14,2024-04-17,2024-04-30,booked,27745,low
RL02034,R022,C04428,US,audit,tech,2024-04-23,2024-04-25,2024-04-29,2024-05-08,booked,40290,medium
RL02035,R024,,US,payroll,other,2024-04-01,2024-04-02,,2024-04-10,lost,9190,low
RL02036,R024,C04043,US,payroll,retail,2024-04-07,2024-04-10,2024-04-17,2024-04-25,booked,5765,high
RL02037,R023,C04228,US,audit,professional_services,2024-04-14,2024-04-17,2024-04-20,2024-05-07,booked,17360,high
RL02038,R024,,US,accounting,hospitality,2024-04-01,2024-04-02,,2024-04-14,lost,27351,low
RL02039,R023,,US,audit,hospitality,2024-04-25,2024-04-26,,,negotiating,34288,medium
RL02040,R022,C04275,US,payroll,retail,2024-04-06,2024-04-09,2024-04-16,2024-04-21,booked,25282,medium
RL02041,R021,,US,audit,retail,2024-05-10,2024-05-13,,,negotiating,21153,medium
RL02042,R022,,US,payroll,tech,2024-05-15,2024-05-18,,2024-05-23,lost,8804,low
RL02043,R024,,US,payroll,hospitality,2024-05-01,,,,pending,44279,medium
RL02044,R022,C04532,US,accounting,tech,2024-05-08,2024-05-09,2024-05-14,2024-05-26,booked,14977,high
RL02045,R023,C04132,US,accounting,hospitality,2024-05-06,2024-05-09,2024-05-12,2024-05-26,booked,7514,low
RL02046,R022,C04328,US,accounting,hospitality,2024-05-22,2024-05-23,2024-05-31,2024-06-14,booked,38971,medium
RL02047,R024,C04114,US,tax_advisory,tech,2024-05-24,2024-05-25,2024-05-31,2024-06-08,booked,21227,medium
RL02048,R021,,US,tax_advisory,hospitality,2024-05-06,2024-05-08,,2024-05-23,lost,25573,medium
RL02049,R024,,US,bookkeeping,professional_services,2024-05-27,2024-05-29,,,negotiating,14153,medium
RL02050,R021,,US,payroll,tech,2024-05-26,2024-05-29,,2024-06-11,lost,7055,medium
RL02051,R024,,US,payroll,hospitality,2024-05-20,2024-05-22,,,matching,20485,medium
RL02052,R021,C04480,US,tax_advisory,professional_services,2024-05-03,2024-05-06,2024-05-10,2024-06-03,booked,15872,medium
RL02053,R024,,US,accounting,retail,2024-05-03,2024-05-06,,,matching,6708,medium
RL02054,R021,C04281,US,payroll,hospitality,2024-05-12,2024-05-14,2024-05-20,2024-05-30,booked,35255,medium
RL02055,R024,,US,tax_advisory,professional_services,2024-05-03,2024-05-06,,2024-05-21,lost,26001,high
RL02056,R022,C04099,US,accounting,tech,2024-06-17,2024-06-18,2024-06-23,2024-07-03,booked,35266,medium
RL02057,R022,C04119,US,accounting,hospitality,2024-06-16,2024-06-19,2024-06-28,2024-07-15,booked,43213,medium
RL02058,R022,,US,bookkeeping,professional_services,2024-06-22,2024-06-24,,2024-07-08,lost,23242,high
RL02059,R021,C04107,US,bookkeeping,hospitality,2024-06-06,2024-06-09,2024-06-17,2024-06-26,booked,21341,medium
RL02060,R023,,US,bookkeeping,tech,2024-06-10,2024-06-13,,,matching,31512,low
RL02061,R024,,US,bookkeeping,tech,2024-06-13,2024-06-15,,,matching,21459,medium
RL02062,R021,C04087,US,tax_advisory,tech,2024-06-18,2024-06-20,2024-06-28,2024-07-20,booked,3733,medium
RL02063,R024,,US,audit,other,2024-06-09,,,,pending,3099,low
RL02064,R024,C04238,US,tax_advisory,retail,2024-06-15,2024-06-18,2024-06-20,2024-07-03,booked,33297,medium
RL02065,R021,,US,bookkeeping,professional_services,2024-06-26,2024-06-27,,2024-07-08,lost,29570,high
RL02066,R023,C04132,US,accounting,hospitality,2024-06-07,2024-06-09,2024-06-19,2024-06-28,booked,28176,low
RL02067,R024,,US,audit,professional_services,2024-06-02,2024-06-04,,2024-06-16,lost,35896,medium
RL02068,R021,C04169,US,bookkeeping,hospitality,2024-06-15,2024-06-16,2024-06-24,2024-07-10,booked,21790,low
RL02069,R021,,US,tax_advisory,other,2024-06-21,2024-06-24,,2024-07-03,lost,38065,medium
RL02070,R022,,US,payroll,tech,2024-06-10,2024-06-11,,,negotiating,43033,medium
RL02071,R023,,US,tax_advisory,other,2024-07-03,,,,pending,39291,medium
RL02072,R022,C04264,US,tax_advisory,retail,2024-07-03,2024-07-06,2024-07-13,2024-07-31,booked,44140,low
RL02073,R023,,US,audit,retail,2024-07-12,2024-07-13,,,negotiating,15815,medium
RL02074,R023,C04303,US,payroll,hospitality,2024-07-12,2024-07-13,2024-07-20,2024-07-30,booked,21539,medium
RL02075,R022,,US,accounting,retail,2024-07-17,2024-07-18,,,negotiating,20693,high
RL02076,R023,C04105,US,tax_advisory,hospitality,2024-07-03,2024-07-06,2024-07-15,2024-07-26,booked,19171,low
RL02077,R021,,US,tax_advisory,hospitality,2024-07-18,2024-07-21,,2024-07-28,lost,35568,high
RL02078,R022,,US,accounting,hospitality,2024-07-05,2024-07-06,,,negotiating,19301,high
RL02079,R021,C04048,US,audit,hospitality,2024-07-20,2024-07-21,2024-07-27,2024-08-13,booked,26900,high
RL02080,R021,C04398,US,bookkeeping,tech,2024-07-16,2024-07-17,2024-07-22,2024-08-13,booked,43496,medium
RL02081,R022,,US,bookkeeping,tech,2024-07-21,2024-07-23,,2024-08-07,lost,35969,low
RL02082,R021,C04587,US,bookkeeping,tech,2024-07-27,2024-07-28,2024-08-04,2024-08-21,booked,3228,low
RL02083,R024,,US,payroll,hospitality,2024-07-24,,,,pending,15657,medium
RL02084,R021,,US,accounting,hospitality,2024-07-14,2024-07-16,,,negotiating,42817,high
RL02085,R022,,US,accounting,other,2024-07-13,2024-07-14,,,negotiating,22663,medium
RL02086,R022,C04632,US,tax_advisory,tech,2024-08-04,2024-08-06,2024-08-14,2024-08-27,booked,13265,medium
RL02087,R023,C04412,US,tax_advisory,other,2024-08-06,2024-08-07,2024-08-11,2024-09-04,booked,31895,medium
RL02088,R024,C04663,US,tax_advisory,professional_services,2024-08-24,2024-08-25,2024-09-02,2024-09-10,booked,18057,high
RL02089,R021,C04349,US,bookkeeping,other,2024-08-02,2024-08-05,2024-08-11,2024-08-25,booked,20016,high
RL02090,R021,C04319,US,payroll,retail,2024-08-07,2024-08-10,2024-08-17,2024-09-08,booked,39314,medium
RL02091,R021,C04354,US,payroll,hospitality,2024-08-26,2024-08-27,2024-08-30,2024-09-14,booked,30168,medium
RL02092,R023,,US,payroll,other,2024-08-27,2024-08-29,,2024-09-03,lost,39207,low
RL02093,R024,C04300,US,bookkeeping,hospitality,2024-08-20,2024-08-22,2024-08-29,2024-09-15,booked,36824,medium
RL02094,R022,C04381,US,tax_advisory,tech,2024-08-14,2024-08-16,2024-08-26,2024-09-01,booked,38443,low
RL02095,R024,,US,audit,tech,2024-08-21,2024-08-22,,,negotiating,4774,medium
RL02096,R022,,US,payroll,professional_services,2024-08-22,2024-08-25,,,matching,16754,low
RL02097,R022,C04500,US,tax_advisory,retail,2024-08-27,2024-08-30,2024-09-09,2024-09-23,booked,14128,medium
RL02098,R023,C04332,US,accounting,hospitality,2024-08-23,2024-08-25,2024-08-29,2024-09-04,booked,17247,medium
RL02099,R022,,US,accounting,other,2024-08-05,2024-08-08,,2024-08-23,lost,5525,high
RL02100,R022,C04273,US,tax_advisory,other,2024-08-25,2024-08-28,2024-09-02,2024-09-11,booked,43972,low
RL02101,R021,,US,accounting,other,2024-09-03,2024-09-05,,,matching,44530,medium
RL02102,R024,,US,payroll,other,2024-09-06,2024-09-08,,2024-09-20,lost,12681,medium
RL02103,R021,,US,payroll,professional_services,2024-09-17,2024-09-20,,2024-09-29,lost,29147,medium
RL02104,R024,,US,audit,hospitality,2024-09-05,2024-09-06,,2024-09-14,lost,5361,medium
RL02105,R021,,US,payroll,hospitality,2024-09-21,2024-09-22,,2024-09-28,lost,13634,medium
RL02106,R024,,US,bookkeeping,other,2024-09-28,2024-09-30,,2024-10-06,lost,42582,medium
RL02107,R022,,US,tax_advisory,hospitality,2024-09-15,2024-09-16,,2024-10-01,lost,38872,medium
